,Region,Org Code,Modality,Month,MedianWaitDays,Year,Date
2487,Y63,NT3,Computerized Axial Tomography,May,5,2022,2022-05
2490,Y63,NT3,Magnetic Resonance Imaging,May,16,2022,2022-05
2492,Y63,RTD,Computerized Axial Tomography,May,2,2022,2022-05
2495,Y63,RTD,Magnetic Resonance Imaging,May,25,2022,2022-05
2499,Y63,RFR,Computerized Axial Tomography,May,0,2022,2022-05
2502,Y63,RFR,Magnetic Resonance Imaging,May,15,2022,2022-05
2506,Y63,NN4,Computerized Axial Tomography,May,14,2022,2022-05
2509,Y63,NN4,Magnetic Resonance Imaging,May,16.5,2022,2022-05
2512,Y63,RCB,Computerized Axial Tomography,May,0,2022,2022-05
2515,Y63,RCB,Magnetic Resonance Imaging,May,16,2022,2022-05
2520,Y56,NT9,Computerized Axial Tomography,Jun,3,2022,2022-06
2522,Y56,NT9,Magnetic Resonance Imaging,Jun,7,2022,2022-06
2524,Y56,NT9,Positron Emission Tomography,Jun,13,2022,2022-06
2525,Y56,RF4,Computerized Axial Tomography,Jun,0,2022,2022-06
2528,Y56,RF4,Magnetic Resonance Imaging,Jun,28,2022,2022-06
2532,Y56,R1H,Computerized Axial Tomography,Jun,0,2022,2022-06
2535,Y56,R1H,Magnetic Resonance Imaging,Jun,32,2022,2022-06
2538,Y56,R1H,Positron Emission Tomography,Jun,22,2022,2022-06
2540,Y56,RQM,Computerized Axial Tomography,Jun,0,2022,2022-06
2543,Y56,RQM,Magnetic Resonance Imaging,Jun,0,2022,2022-06
2546,Y56,RQM,Positron Emission Tomography,Jun,0,2022,2022-06
2548,Y56,NT4,Computerized Axial Tomography,Jun,13,2022,2022-06
2551,Y56,NT4,Magnetic Resonance Imaging,Jun,9,2022,2022-06
2554,Y56,RJ6,Computerized Axial Tomography,Jun,0,2022,2022-06
2557,Y56,RJ6,Magnetic Resonance Imaging,Jun,0,2022,2022-06
2559,Y56,RVR,Computerized Axial Tomography,Jun,0,2022,2022-06
2562,Y56,RVR,Magnetic Resonance Imaging,Jun,16,2022,2022-06
2566,Y56,RP4,Computerized Axial Tomography,Jun,16,2022,2022-06
2569,Y56,RP4,Magnetic Resonance Imaging,Jun,31,2022,2022-06
2573,Y56,RJ1,Computerized Axial Tomography,Jun,0,2022,2022-06
2576,Y56,RJ1,Magnetic Resonance Imaging,Jun,28,2022,2022-06
2579,Y56,RJ1,Positron Emission Tomography,Jun,0,2022,2022-06
2584,Y56,NYR,Magnetic Resonance Imaging,Jun,40,2022,2022-06
2587,Y56,RQX,Computerized Axial Tomography,Jun,0,2022,2022-06
2590,Y56,RQX,Magnetic Resonance Imaging,Jun,26,2022,2022-06
2594,Y56,RYJ,Computerized Axial Tomography,Jun,0,2022,2022-06
2597,Y56,RYJ,Magnetic Resonance Imaging,Jun,21,2022,2022-06
2600,Y56,RYJ,Positron Emission Tomography,Jun,21,2022,2022-06
2603,Y56,NV1,Magnetic Resonance Imaging,Jun,23,2022,2022-06
2605,Y56,RJZ,Computerized Axial Tomography,Jun,0,2022,2022-06
2608,Y56,RJZ,Magnetic Resonance Imaging,Jun,17,2022,2022-06
2611,Y56,RJZ,Positron Emission Tomography,Jun,15,2022,2022-06
2613,Y56,RAX,Computerized Axial Tomography,Jun,1,2022,2022-06
2616,Y56,RAX,Magnetic Resonance Imaging,Jun,8,2022,2022-06
2620,Y56,RJ2,Computerized Axial Tomography,Jun,0,2022,2022-06
2623,Y56,RJ2,Magnetic Resonance Imaging,Jun,20,2022,2022-06
2628,Y56,R1K,Computerized Axial Tomography,Jun,0,2022,2022-06
2631,Y56,R1K,Magnetic Resonance Imaging,Jun,26,2022,2022-06
2636,Y56,RP6,Computerized Axial Tomography,Jun,0,2022,2022-06
2639,Y56,RP6,Magnetic Resonance Imaging,Jun,37,2022,2022-06
2642,Y56,RAP,Computerized Axial Tomography,Jun,0,2022,2022-06
2645,Y56,RAP,Magnetic Resonance Imaging,Jun,13,2022,2022-06
2651,Y56,NVC,Computerized Axial Tomography,Jun,9.5,2022,2022-06
2654,Y56,NVC,Magnetic Resonance Imaging,Jun,33,2022,2022-06
2656,Y56,RAL,Computerized Axial Tomography,Jun,0,2022,2022-06
2659,Y56,RAL,Magnetic Resonance Imaging,Jun,22,2022,2022-06
2662,Y56,RAL,Positron Emission Tomography,Jun,21,2022,2022-06
2664,Y56,RAN,Computerized Axial Tomography,Jun,24,2022,2022-06
2667,Y56,RAN,Magnetic Resonance Imaging,Jun,25,2022,2022-06
2671,Y56,RV5,Magnetic Resonance Imaging,Jun,22,2022,2022-06
2672,Y56,NT3,Computerized Axial Tomography,Jun,14,2022,2022-06
2675,Y56,NT3,Magnetic Resonance Imaging,Jun,19,2022,2022-06
2677,Y56,RJ7,Computerized Axial Tomography,Jun,1,2022,2022-06
2680,Y56,RJ7,Magnetic Resonance Imaging,Jun,14,2022,2022-06
2683,Y56,RJ7,Positron Emission Tomography,Jun,13,2022,2022-06
2685,Y56,RAS,Computerized Axial Tomography,Jun,0,2022,2022-06
2688,Y56,RAS,Magnetic Resonance Imaging,Jun,14,2022,2022-06
2692,Y56,RPY,Computerized Axial Tomography,Jun,24,2022,2022-06
2695,Y56,RPY,Magnetic Resonance Imaging,Jun,25,2022,2022-06
2698,Y56,RPY,Positron Emission Tomography,Jun,10,2022,2022-06
2700,Y56,RRV,Computerized Axial Tomography,Jun,0,2022,2022-06
2703,Y56,RRV,Magnetic Resonance Imaging,Jun,0,2022,2022-06
2706,Y56,RRV,Positron Emission Tomography,Jun,0,2022,2022-06
2718,Y58,NT9,Magnetic Resonance Imaging,Jun,10,2022,2022-06
2721,Y58,NT9,Positron Emission Tomography,Jun,15,2022,2022-06
2722,Y58,NT4,Computerized Axial Tomography,Jun,18,2022,2022-06
2725,Y58,NT4,Magnetic Resonance Imaging,Jun,11,2022,2022-06
2727,Y58,AC7,Computerized Axial Tomography,Jun,21,2022,2022-06
2730,Y58,AC7,Magnetic Resonance Imaging,Jun,25,2022,2022-06
2732,Y58,AC7,Positron Emission Tomography,Jun,20,2022,2022-06
2733,Y58,RBD,Computerized Axial Tomography,Jun,1,2022,2022-06
2736,Y58,RBD,Magnetic Resonance Imaging,Jun,11,2022,2022-06
2738,Y58,RBD,Positron Emission Tomography,Jun,0,2022,2022-06
2741,Y58,RTE,Computerized Axial Tomography,Jun,1,2022,2022-06
2744,Y58,RTE,Magnetic Resonance Imaging,Jun,24,2022,2022-06
2747,Y58,RTE,Positron Emission Tomography,Jun,3,2022,2022-06
2749,Y58,RN3,Computerized Axial Tomography,Jun,1,2022,2022-06
2752,Y58,RN3,Magnetic Resonance Imaging,Jun,13,2022,2022-06
2757,Y58,RVJ,Computerized Axial Tomography,Jun,1,2022,2022-06
2760,Y58,RVJ,Magnetic Resonance Imaging,Jun,31,2022,2022-06
2767,Y58,NT2,Magnetic Resonance Imaging,Jun,22,2022,2022-06
2771,Y58,NTP,Magnetic Resonance Imaging,Jun,8,2022,2022-06
2773,Y58,NVC,Computerized Axial Tomography,Jun,13,2022,2022-06
2776,Y58,NVC,Magnetic Resonance Imaging,Jun,46,2022,2022-06
2778,Y58,REF,Computerized Axial Tomography,Jun,2,2022,2022-06
2781,Y58,REF,Magnetic Resonance Imaging,Jun,44,2022,2022-06
2786,Y58,RH8,Computerized Axial Tomography,Jun,1,2022,2022-06
2789,Y58,RH8,Magnetic Resonance Imaging,Jun,13,2022,2022-06
2792,Y58,RH8,Positron Emission Tomography,Jun,8,2022,2022-06
2794,Y58,RD1,Computerized Axial Tomography,Jun,5,2022,2022-06
2797,Y58,RD1,Magnetic Resonance Imaging,Jun,34,2022,2022-06
2800,Y58,RD1,Positron Emission Tomography,Jun,20,2022,2022-06
2802,Y58,DCM,Computerized Axial Tomography,Jun,15,2022,2022-06
2804,Y58,DCM,Magnetic Resonance Imaging,Jun,12,2022,2022-06
2806,Y58,RNZ,Computerized Axial Tomography,Jun,1,2022,2022-06
2809,Y58,RNZ,Magnetic Resonance Imaging,Jun,29,2022,2022-06
2813,Y58,RH5,Computerized Axial Tomography,Jun,0,2022,2022-06
2816,Y58,RH5,Magnetic Resonance Imaging,Jun,7,2022,2022-06
2820,Y58,NT3,Computerized Axial Tomography,Jun,38,2022,2022-06
2823,Y58,NT3,Magnetic Resonance Imaging,Jun,14,2022,2022-06
2825,Y58,RA9,Computerized Axial Tomography,Jun,0,2022,2022-06
2828,Y58,RA9,Magnetic Resonance Imaging,Jun,23.5,2022,2022-06
2831,Y58,RA9,Positron Emission Tomography,Jun,23,2022,2022-06
2833,Y58,RA7,Computerized Axial Tomography,Jun,0,2022,2022-06
2836,Y58,RA7,Magnetic Resonance Imaging,Jun,31,2022,2022-06
2839,Y58,RA7,Positron Emission Tomography,Jun,15,2022,2022-06
2841,Y58,R0D,Computerized Axial Tomography,Jun,5,2022,2022-06
2844,Y58,R0D,Magnetic Resonance Imaging,Jun,11,2022,2022-06
2847,Y58,R0D,Positron Emission Tomography,Jun,24,2022,2022-06
2849,Y58,RK9,Computerized Axial Tomography,Jun,1,2022,2022-06
2852,Y58,RK9,Magnetic Resonance Imaging,Jun,25,2022,2022-06
2855,Y58,RK9,Positron Emission Tomography,Jun,22,2022,2022-06
2857,Y58,RA4,Computerized Axial Tomography,Jun,2,2022,2022-06
2860,Y58,RA4,Magnetic Resonance Imaging,Jun,10,2022,2022-06
2862,Y58,RA4,Positron Emission Tomography,Jun,6,2022,2022-06
2863,Y59,NT9,Computerized Axial Tomography,Jun,7,2022,2022-06
2864,Y59,NT9,Magnetic Resonance Imaging,Jun,17,2022,2022-06
2866,Y59,NT9,Positron Emission Tomography,Jun,13,2022,2022-06
2867,Y59,RTK,Computerized Axial Tomography,Jun,0,2022,2022-06
2870,Y59,RTK,Magnetic Resonance Imaging,Jun,34,2022,2022-06
2874,Y59,RXQ,Computerized Axial Tomography,Jun,0,2022,2022-06
2877,Y59,RXQ,Magnetic Resonance Imaging,Jun,10,2022,2022-06
2881,Y59,NV3,Magnetic Resonance Imaging,Jun,27,2022,2022-06
2883,Y59,NT4,Computerized Axial Tomography,Jun,2,2022,2022-06
2886,Y59,NT4,Magnetic Resonance Imaging,Jun,6,2022,2022-06
2889,Y59,NT4,Positron Emission Tomography,Jun,2,2022,2022-06
2891,Y59,RN7,Computerized Axial Tomography,Jun,1,2022,2022-06
2894,Y59,RN7,Magnetic Resonance Imaging,Jun,13,2022,2022-06
2897,Y59,RN7,Positron Emission Tomography,Jun,3,2022,2022-06
2899,Y59,RVV,Computerized Axial Tomography,Jun,1,2022,2022-06
2902,Y59,RVV,Magnetic Resonance Imaging,Jun,43,2022,2022-06
2905,Y59,RVV,Positron Emission Tomography,Jun,9,2022,2022-06
2907,Y59,RXC,Computerized Axial Tomography,Jun,1,2022,2022-06
2910,Y59,RXC,Magnetic Resonance Imaging,Jun,17,2022,2022-06
2923,Y59,RN5,Computerized Axial Tomography,Jun,1,2022,2022-06
2926,Y59,RN5,Magnetic Resonance Imaging,Jun,19,2022,2022-06
2929,Y59,RN5,Positron Emission Tomography,Jun,0,2022,2022-06
2935,Y59,NV1,Computerized Axial Tomography,Jun,21,2022,2022-06
2937,Y59,NV1,Magnetic Resonance Imaging,Jun,37,2022,2022-06
2938,Y59,R1F,Computerized Axial Tomography,Jun,0,2022,2022-06
2941,Y59,R1F,Magnetic Resonance Imaging,Jun,3,2022,2022-06
2943,Y59,RWF,Computerized Axial Tomography,Jun,1,2022,2022-06
2946,Y59,RWF,Magnetic Resonance Imaging,Jun,11,2022,2022-06
2949,Y59,RWF,Positron Emission Tomography,Jun,0,2022,2022-06
2951,Y59,RPA,Computerized Axial Tomography,Jun,1,2022,2022-06
2954,Y59,RPA,Magnetic Resonance Imaging,Jun,29,2022,2022-06
2960,Y59,AVQ,Magnetic Resonance Imaging,Jun,42,2022,2022-06
2961,Y59,RTH,Computerized Axial Tomography,Jun,0,2022,2022-06
2964,Y59,RTH,Magnetic Resonance Imaging,Jun,13,2022,2022-06
2967,Y59,RTH,Positron Emission Tomography,Jun,20,2022,2022-06
2969,Y59,RHU,Computerized Axial Tomography,Jun,3,2022,2022-06
2972,Y59,RHU,Magnetic Resonance Imaging,Jun,12,2022,2022-06
2975,Y59,RHU,Positron Emission Tomography,Jun,10,2022,2022-06
2980,Y59,NTP,Magnetic Resonance Imaging,Jun,37,2022,2022-06
2982,Y59,RPC,Computerized Axial Tomography,Jun,15,2022,2022-06
2985,Y59,RPC,Magnetic Resonance Imaging,Jun,28,2022,2022-06
2990,Y59,NVC,Computerized Axial Tomography,Jun,16.5,2022,2022-06
2993,Y59,NVC,Magnetic Resonance Imaging,Jun,30,2022,2022-06
2995,Y59,RHW,Computerized Axial Tomography,Jun,1,2022,2022-06
2998,Y59,RHW,Magnetic Resonance Imaging,Jun,33,2022,2022-06
3001,Y59,RA2,Computerized Axial Tomography,Jun,0,2022,2022-06
3004,Y59,RA2,Magnetic Resonance Imaging,Jun,28,2022,2022-06
3008,Y59,RA2,Positron Emission Tomography,Jun,0,2022,2022-06
3010,Y59,RW1,Computerized Axial Tomography,Jun,16,2022,2022-06
3013,Y59,RW1,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3015,Y59,NT3,Computerized Axial Tomography,Jun,6,2022,2022-06
3018,Y59,NT3,Magnetic Resonance Imaging,Jun,20,2022,2022-06
3020,Y59,RTP,Computerized Axial Tomography,Jun,0,2022,2022-06
3023,Y59,RTP,Magnetic Resonance Imaging,Jun,18,2022,2022-06
3030,Y59,RHM,Computerized Axial Tomography,Jun,1,2022,2022-06
3033,Y59,RHM,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3036,Y59,RHM,Positron Emission Tomography,Jun,11,2022,2022-06
3038,Y59,RYR,Computerized Axial Tomography,Jun,0,2022,2022-06
3041,Y59,RYR,Magnetic Resonance Imaging,Jun,22,2022,2022-06
3044,Y59,RYR,Positron Emission Tomography,Jun,20,2022,2022-06
3047,Y60,NT9,Magnetic Resonance Imaging,Jun,27,2022,2022-06
3049,Y60,NT9,Positron Emission Tomography,Jun,9,2022,2022-06
3050,Y60,RQ3,Computerized Axial Tomography,Jun,7,2022,2022-06
3053,Y60,RQ3,Magnetic Resonance Imaging,Jun,81,2022,2022-06
3058,Y60,RFS,Computerized Axial Tomography,Jun,1,2022,2022-06
3061,Y60,RFS,Magnetic Resonance Imaging,Jun,22,2022,2022-06
3065,Y60,NT4,Computerized Axial Tomography,Jun,9,2022,2022-06
3068,Y60,NT4,Magnetic Resonance Imaging,Jun,17,2022,2022-06
3070,Y60,RLT,Computerized Axial Tomography,Jun,0,2022,2022-06
3073,Y60,RLT,Magnetic Resonance Imaging,Jun,22,2022,2022-06
3081,Y60,RNQ,Computerized Axial Tomography,Jun,0,2022,2022-06
3084,Y60,RNQ,Magnetic Resonance Imaging,Jun,20,2022,2022-06
3087,Y60,RNQ,Positron Emission Tomography,Jun,9,2022,2022-06
3090,Y60,RNS,Computerized Axial Tomography,Jun,1,2022,2022-06
3093,Y60,RNS,Magnetic Resonance Imaging,Jun,63,2022,2022-06
3096,Y60,RNS,Positron Emission Tomography,Jun,8,2022,2022-06
3098,Y60,RX1,Computerized Axial Tomography,Jun,0,2022,2022-06
3101,Y60,RX1,Magnetic Resonance Imaging,Jun,24,2022,2022-06
3104,Y60,RX1,Positron Emission Tomography,Jun,12,2022,2022-06
3112,Y60,NVC,Computerized Axial Tomography,Jun,16,2022,2022-06
3115,Y60,NVC,Magnetic Resonance Imaging,Jun,30,2022,2022-06
3117,Y60,RXK,Computerized Axial Tomography,Jun,0,2022,2022-06
3120,Y60,RXK,Magnetic Resonance Imaging,Jun,2,2022,2022-06
3123,Y60,RXK,Positron Emission Tomography,Jun,0,2022,2022-06
3125,Y60,RK5,Computerized Axial Tomography,Jun,0,2022,2022-06
3128,Y60,RK5,Magnetic Resonance Imaging,Jun,19,2022,2022-06
3133,Y60,RJC,Computerized Axial Tomography,Jun,5,2022,2022-06
3136,Y60,RJC,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3138,Y60,NT3,Computerized Axial Tomography,Jun,8,2022,2022-06
3141,Y60,NT3,Magnetic Resonance Imaging,Jun,20,2022,2022-06
3143,Y60,RNA,Computerized Axial Tomography,Jun,1,2022,2022-06
3146,Y60,RNA,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3152,Y60,RL1,Computerized Axial Tomography,Jun,28,2022,2022-06
3155,Y60,RL1,Magnetic Resonance Imaging,Jun,41,2022,2022-06
3158,Y60,RRJ,Computerized Axial Tomography,Jun,21,2022,2022-06
3161,Y60,RRJ,Magnetic Resonance Imaging,Jun,35,2022,2022-06
3166,Y60,RL4,Computerized Axial Tomography,Jun,3,2022,2022-06
3169,Y60,RL4,Magnetic Resonance Imaging,Jun,17,2022,2022-06
3173,Y60,RXW,Computerized Axial Tomography,Jun,0,2022,2022-06
3176,Y60,RXW,Magnetic Resonance Imaging,Jun,37,2022,2022-06
3182,Y60,RWD,Computerized Axial Tomography,Jun,1,2022,2022-06
3185,Y60,RWD,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3188,Y60,RWD,Positron Emission Tomography,Jun,10,2022,2022-06
3190,Y60,RRK,Computerized Axial Tomography,Jun,1,2022,2022-06
3193,Y60,RRK,Magnetic Resonance Imaging,Jun,16,2022,2022-06
3196,Y60,RRK,Positron Emission Tomography,Jun,13,2022,2022-06
3198,Y60,RKB,Computerized Axial Tomography,Jun,1,2022,2022-06
3201,Y60,RKB,Magnetic Resonance Imaging,Jun,38,2022,2022-06
3204,Y60,RKB,Positron Emission Tomography,Jun,11,2022,2022-06
3206,Y60,RTG,Computerized Axial Tomography,Jun,1,2022,2022-06
3209,Y60,RTG,Magnetic Resonance Imaging,Jun,31,2022,2022-06
3212,Y60,RTG,Positron Emission Tomography,Jun,0,2022,2022-06
3214,Y60,RWE,Computerized Axial Tomography,Jun,1,2022,2022-06
3217,Y60,RWE,Magnetic Resonance Imaging,Jun,34,2022,2022-06
3220,Y60,RWE,Positron Emission Tomography,Jun,7,2022,2022-06
3222,Y60,RJE,Computerized Axial Tomography,Jun,1,2022,2022-06
3225,Y60,RJE,Magnetic Resonance Imaging,Jun,55,2022,2022-06
3230,Y60,RBK,Computerized Axial Tomography,Jun,1,2022,2022-06
3233,Y60,RBK,Magnetic Resonance Imaging,Jun,18,2022,2022-06
3237,Y60,RWP,Computerized Axial Tomography,Jun,1,2022,2022-06
3240,Y60,RWP,Magnetic Resonance Imaging,Jun,30,2022,2022-06
3243,Y60,RLQ,Computerized Axial Tomography,Jun,0,2022,2022-06
3246,Y60,RLQ,Magnetic Resonance Imaging,Jun,41,2022,2022-06
3251,Y61,NT9,Magnetic Resonance Imaging,Jun,5,2022,2022-06
3253,Y61,NT9,Positron Emission Tomography,Jun,6,2022,2022-06
3254,Y61,RC9,Computerized Axial Tomography,Jun,1,2022,2022-06
3257,Y61,RC9,Magnetic Resonance Imaging,Jun,20,2022,2022-06
3261,Y61,RGT,Computerized Axial Tomography,Jun,1,2022,2022-06
3264,Y61,RGT,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3267,Y61,RGT,Positron Emission Tomography,Jun,7,2022,2022-06
3271,Y61,NT4,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3273,Y61,RWH,Computerized Axial Tomography,Jun,0,2022,2022-06
3276,Y61,RWH,Magnetic Resonance Imaging,Jun,33,2022,2022-06
3280,Y61,RDE,Computerized Axial Tomography,Jun,1,2022,2022-06
3283,Y61,RDE,Magnetic Resonance Imaging,Jun,11,2022,2022-06
3286,Y61,RDE,Positron Emission Tomography,Jun,6,2022,2022-06
3290,Y61,NYR,Magnetic Resonance Imaging,Jun,43,2022,2022-06
3293,Y61,NV1,Magnetic Resonance Imaging,Jun,13,2022,2022-06
3295,Y61,RGP,Computerized Axial Tomography,Jun,0,2022,2022-06
3298,Y61,RGP,Magnetic Resonance Imaging,Jun,43,2022,2022-06
3301,Y61,RAJ,Computerized Axial Tomography,Jun,1,2022,2022-06
3304,Y61,RAJ,Magnetic Resonance Imaging,Jun,25,2022,2022-06
3307,Y61,RAJ,Positron Emission Tomography,Jun,7,2022,2022-06
3309,Y61,RD8,Computerized Axial Tomography,Jun,0,2022,2022-06
3312,Y61,RD8,Magnetic Resonance Imaging,Jun,19,2022,2022-06
3314,Y61,RM1,Computerized Axial Tomography,Jun,6,2022,2022-06
3317,Y61,RM1,Magnetic Resonance Imaging,Jun,27,2022,2022-06
3320,Y61,RM1,Positron Emission Tomography,Jun,8,2022,2022-06
3322,Y61,RGN,Computerized Axial Tomography,Jun,1,2022,2022-06
3325,Y61,RGN,Magnetic Resonance Imaging,Jun,9,2022,2022-06
3332,Y61,AWR,Computerized Axial Tomography,Jun,13,2022,2022-06
3334,Y61,NVC,Computerized Axial Tomography,Jun,12,2022,2022-06
3337,Y61,NVC,Magnetic Resonance Imaging,Jun,37,2022,2022-06
3342,Y61,RGM,Computerized Axial Tomography,Jun,33,2022,2022-06
3345,Y61,RGM,Magnetic Resonance Imaging,Jun,49,2022,2022-06
3348,Y61,RGM,Positron Emission Tomography,Jun,0,2022,2022-06
3349,Y61,NT3,Computerized Axial Tomography,Jun,11,2022,2022-06
3352,Y61,NT3,Magnetic Resonance Imaging,Jun,22,2022,2022-06
3354,Y61,RQW,Computerized Axial Tomography,Jun,1,2022,2022-06
3357,Y61,RQW,Magnetic Resonance Imaging,Jun,17,2022,2022-06
3361,Y61,RCX,Computerized Axial Tomography,Jun,0,2022,2022-06
3364,Y61,RCX,Magnetic Resonance Imaging,Jun,22,2022,2022-06
3367,Y61,RCX,Positron Emission Tomography,Jun,11,2022,2022-06
3368,Y61,RWG,Computerized Axial Tomography,Jun,0,2022,2022-06
3371,Y61,RWG,Magnetic Resonance Imaging,Jun,13,2022,2022-06
3375,Y61,RGR,Computerized Axial Tomography,Jun,1,2022,2022-06
3378,Y61,RGR,Magnetic Resonance Imaging,Jun,18,2022,2022-06
3382,Y62,RBS,Computerized Axial Tomography,Jun,0,2022,2022-06
3385,Y62,RBS,Magnetic Resonance Imaging,Jun,27,2022,2022-06
3389,Y62,NT9,Computerized Axial Tomography,Jun,5,2022,2022-06
3390,Y62,NT9,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3391,Y62,NT9,Positron Emission Tomography,Jun,9,2022,2022-06
3392,Y62,RXL,Computerized Axial Tomography,Jun,2,2022,2022-06
3395,Y62,RXL,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3399,Y62,RMC,Computerized Axial Tomography,Jun,3,2022,2022-06
3402,Y62,RMC,Magnetic Resonance Imaging,Jun,9,2022,2022-06
3406,Y62,NT4,Computerized Axial Tomography,Jun,18,2022,2022-06
3409,Y62,NT4,Magnetic Resonance Imaging,Jun,24,2022,2022-06
3412,Y62,RJR,Computerized Axial Tomography,Jun,2,2022,2022-06
3415,Y62,RJR,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3419,Y62,RJR,Positron Emission Tomography,Jun,7,2022,2022-06
3421,Y62,RJN,Computerized Axial Tomography,Jun,1,2022,2022-06
3424,Y62,RJN,Magnetic Resonance Imaging,Jun,37,2022,2022-06
3427,Y62,RXR,Computerized Axial Tomography,Jun,2,2022,2022-06
3430,Y62,RXR,Magnetic Resonance Imaging,Jun,28,2022,2022-06
3437,Y62,NV1,Magnetic Resonance Imaging,Jun,127,2022,2022-06
3440,Y62,RXN,Computerized Axial Tomography,Jun,0,2022,2022-06
3443,Y62,RXN,Magnetic Resonance Imaging,Jun,8,2022,2022-06
3446,Y62,RXN,Positron Emission Tomography,Jun,9,2022,2022-06
3448,Y62,RBQ,Computerized Axial Tomography,Jun,41,2022,2022-06
3451,Y62,RBQ,Magnetic Resonance Imaging,Jun,28,2022,2022-06
3454,Y62,REM,Computerized Axial Tomography,Jun,1,2022,2022-06
3457,Y62,REM,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3461,Y62,REM,Positron Emission Tomography,Jun,9,2022,2022-06
3463,Y62,REP,Computerized Axial Tomography,Jun,70,2022,2022-06
3468,Y62,R0A,Computerized Axial Tomography,Jun,1,2022,2022-06
3471,Y62,R0A,Magnetic Resonance Imaging,Jun,35,2022,2022-06
3474,Y62,R0A,Positron Emission Tomography,Jun,14,2022,2022-06
3477,Y62,RBT,Computerized Axial Tomography,Jun,2,2022,2022-06
3480,Y62,RBT,Magnetic Resonance Imaging,Jun,24,2022,2022-06
3482,Y62,RM3,Computerized Axial Tomography,Jun,0,2022,2022-06
3485,Y62,RM3,Magnetic Resonance Imaging,Jun,28,2022,2022-06
3493,Y62,NVC,Computerized Axial Tomography,Jun,26,2022,2022-06
3496,Y62,NVC,Magnetic Resonance Imaging,Jun,35,2022,2022-06
3498,Y62,RVY,Computerized Axial Tomography,Jun,2,2022,2022-06
3501,Y62,RVY,Magnetic Resonance Imaging,Jun,21,2022,2022-06
3504,Y62,RVY,Positron Emission Tomography,Jun,0,2022,2022-06
3505,Y62,NT3,Computerized Axial Tomography,Jun,13,2022,2022-06
3508,Y62,NT3,Magnetic Resonance Imaging,Jun,12,2022,2022-06
3510,Y62,RBN,Computerized Axial Tomography,Jun,1,2022,2022-06
3513,Y62,RBN,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3516,Y62,RBN,Positron Emission Tomography,Jun,8,2022,2022-06
3518,Y62,RWJ,Computerized Axial Tomography,Jun,0,2022,2022-06
3521,Y62,RWJ,Magnetic Resonance Imaging,Jun,17,2022,2022-06
3525,Y62,RMP,Computerized Axial Tomography,Jun,0,2022,2022-06
3528,Y62,RMP,Magnetic Resonance Imaging,Jun,0,2022,2022-06
3532,Y62,RBV,Computerized Axial Tomography,Jun,31,2022,2022-06
3535,Y62,RBV,Magnetic Resonance Imaging,Jun,34,2022,2022-06
3539,Y62,RBV,Positron Emission Tomography,Jun,14,2022,2022-06
3541,Y62,REN,Computerized Axial Tomography,Jun,42,2022,2022-06
3544,Y62,REN,Magnetic Resonance Imaging,Jun,36,2022,2022-06
3547,Y62,REN,Positron Emission Tomography,Jun,10,2022,2022-06
3549,Y62,RET,Computerized Axial Tomography,Jun,0,2022,2022-06
3552,Y62,RET,Magnetic Resonance Imaging,Jun,32,2022,2022-06
3554,Y62,RTX,Computerized Axial Tomography,Jun,15,2022,2022-06
3557,Y62,RTX,Magnetic Resonance Imaging,Jun,15,2022,2022-06
3560,Y62,RTX,Positron Emission Tomography,Jun,50,2022,2022-06
3562,Y62,RWW,Computerized Axial Tomography,Jun,3,2022,2022-06
3565,Y62,RWW,Magnetic Resonance Imaging,Jun,37,2022,2022-06
3568,Y62,RWW,Positron Emission Tomography,Jun,13.5,2022,2022-06
3570,Y62,RBL,Computerized Axial Tomography,Jun,1,2022,2022-06
3573,Y62,RBL,Magnetic Resonance Imaging,Jun,10,2022,2022-06
3576,Y62,RBL,Positron Emission Tomography,Jun,7,2022,2022-06
3578,Y62,RRF,Computerized Axial Tomography,Jun,2,2022,2022-06
3581,Y62,RRF,Magnetic Resonance Imaging,Jun,23,2022,2022-06
3584,Y63,RCF,Computerized Axial Tomography,Jun,4.5,2022,2022-06
3587,Y63,RCF,Magnetic Resonance Imaging,Jun,20,2022,2022-06
3589,Y63,NT9,Computerized Axial Tomography,Jun,8,2022,2022-06
3590,Y63,NT9,Magnetic Resonance Imaging,Jun,40,2022,2022-06
3591,Y63,NT9,Positron Emission Tomography,Jun,7,2022,2022-06
3592,Y63,RFF,Computerized Axial Tomography,Jun,1,2022,2022-06
3595,Y63,RFF,Magnetic Resonance Imaging,Jun,5,2022,2022-06
3600,Y63,RAE,Computerized Axial Tomography,Jun,3,2022,2022-06
3603,Y63,RAE,Magnetic Resonance Imaging,Jun,29,2022,2022-06
3606,Y63,RAE,Positron Emission Tomography,Jun,7,2022,2022-06
