,Region,Org Code,Provider name,Modality,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Year
416,Y59,RN7,Dartford and Gravesham NHS Trust,Positron Emission Tomography,.,.,*,*,.,0,*,*,.,.,*,*,0
417,Y59,RN7,Dartford and Gravesham NHS Trust,Single Photon Emission Computerized Tomography,5,5,13,126,164,57.5,31,26,34,30,19,19,29.5
418,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Computerized Axial Tomography,0,0,1,1,1,1,9,2,1,1,1,2,1
419,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Diagnostic Ultrasonography,18,11,11,14,15,17,28,20,15,14,13,13,15
420,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Magnetic Resonance Imaging,10,3,12,20,22,28,23,17,16,18,13,13,16
422,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Nuclear Medicine Procedure,9,7.5,11,26,32.5,40,39,32.5,34,37,27,24,27
423,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Positron Emission Tomography,7,10,10,7,9,11,9,8,8,9,10,11,9
425,Y59,RVV,East Kent Hospitals University NHS Foundation Trust,Single Photon Emission Computerized Tomography,46,*,19,23,14.5,23,12,9,9,*,7.5,17,17
426,Y59,RXC,East Sussex Healthcare NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,3,1,1,2,3,1
427,Y59,RXC,East Sussex Healthcare NHS Trust,Diagnostic Ultrasonography,11,9,15,14,14,15,15,16,14,19,13,14,14
428,Y59,RXC,East Sussex Healthcare NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
429,Y59,RXC,East Sussex Healthcare NHS Trust,Magnetic Resonance Imaging,7,27,42,34,24,17.5,15,12,18,25,24,22,20
430,Y59,RXC,East Sussex Healthcare NHS Trust,Nuclear Medicine Procedure,13,51.5,34,31,22,32,28,24,22,27,18,19,24
431,Y59,RXC,East Sussex Healthcare NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Y59,RXC,East Sussex Healthcare NHS Trust,Single Photon Emission Computerized Tomography,7.5,8,11,7.5,14,22.5,20,13.5,12,8,7,8,12
433,Y59,NVM,Epsomedical Group,Diagnostic Ultrasonography,5,1,14,13.5,13,11,12,13,13,18,14,13,13
434,Y59,NVM,Epsomedical Group,Plain Radiography,.,.,12,13,6,6,6.5,6,7,12,10.5,12,8
435,Y59,RDU,Frimley Health NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Y59,RDU,Frimley Health NHS Foundation Trust,Diagnostic Ultrasonography,7,7,9,9,11,14,16,14,14,10,12,14,13
437,Y59,RDU,Frimley Health NHS Foundation Trust,Fluoroscopy,1,1,1,1,1,3,3,4,3,2,3,2,2
438,Y59,RDU,Frimley Health NHS Foundation Trust,Magnetic Resonance Imaging,2,5,6,5,6,5,7,8,8,6,5,6,6
439,Y59,RDU,Frimley Health NHS Foundation Trust,Nuclear Medicine Procedure,7,6,13,13,13,17,16,18.5,21,18,8,15,14
440,Y59,RDU,Frimley Health NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Y59,RDU,Frimley Health NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,.,96,25.5,26,28,34.5,35,30,35,35,35,33
442,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,2,1,1,1,1,3,1,1,1,1,1
443,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,12,14,10,12,12,13,11,12,13,14,14,13,13
444,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,7,36,29,19,17,13,11,13,13,21.5,18,20,16
446,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,25,13.5,19,28,77,20,15,10,13,14,16,13.5,15
447,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
448,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Positron Emission Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
449,Y59,RN5,Hampshire Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,59,4,16.5,70.5,0,12.5,15,8.5,13,14,16,13.5,14
450,Y59,NV1,InHealth Limited,Computerized Axial Tomography,20.5,.,.,.,.,.,29,37,29,23,*,31,29
451,Y59,NV1,InHealth Limited,Diagnostic Ultrasonography,29,11,18,22,25,20,23,20,23,27,24,28,24
452,Y59,NV1,InHealth Limited,Magnetic Resonance Imaging,22,72,33,40,61,65,32,46,48,66,72,67.5,58
453,Y59,NV1,InHealth Limited,Plain Radiography,*,.,.,.,.,.,*,*,*,*,*,.,27
454,Y59,R1F,Isle of Wight NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,0,0,0,0,0,0
455,Y59,R1F,Isle of Wight NHS Trust,Diagnostic Ultrasonography,1,3,2,8,7,7.5,7,14,7,8,7,8,7
456,Y59,R1F,Isle of Wight NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
457,Y59,R1F,Isle of Wight NHS Trust,Magnetic Resonance Imaging,7,7,6,14,10,12,10,7,14,14,8,7,10
458,Y59,R1F,Isle of Wight NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Computerized Axial Tomography,1,2,5,7,5,4,7,5,6,5,4,6,5
460,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Diagnostic Ultrasonography,8,6,11,13,14,14,13,15,14,17,15,13,13
461,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Fluoroscopy,7,6,10,9,13,13,12,11.5,9,9,8,9,9
462,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Magnetic Resonance Imaging,7,11,17,21,18,18,15,9,13,14,11,15,14
463,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Nuclear Medicine Procedure,8,8,9,10,9,11,11,13,11.5,13,13,13,11
464,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Plain Radiography,0,1,5,9,9,9,10,9,7,6,6,12,8
465,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Positron Emission Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Y59,RWF,Maidstone and Tunbridge Wells NHS Trust,Single Photon Emission Computerized Tomography,7,5,1,2,14,1,1,3,10,3,2,4,3
467,Y59,RPA,Medway NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
468,Y59,RPA,Medway NHS Foundation Trust,Diagnostic Ultrasonography,6,9,47,28,27,28,27,25,25,11,6,5,20
469,Y59,RPA,Medway NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Y59,RPA,Medway NHS Foundation Trust,Magnetic Resonance Imaging,15,16,59,31,18,12,23,23,25,29,19,20,22
471,Y59,RPA,Medway NHS Foundation Trust,Nuclear Medicine Procedure,13,10,21,23,21,25,23,29,11,38,35,.,23
472,Y59,RPA,Medway NHS Foundation Trust,Plain Radiography,1,1,1,2,2,3,3,4,2,0,0,0,0
473,Y59,RPA,Medway NHS Foundation Trust,Positron Emission Tomography,.,.,0,0,0,.,.,.,0,0,0,0,0
474,Y59,RPA,Medway NHS Foundation Trust,Single Photon Emission Computerized Tomography,*,*,39,.,*,14.5,40,70,.,.,*,.,32
475,Y59,NT2,Nuffield Health,Computerized Axial Tomography,.,.,*,.,.,.,*,.,*,.,.,.,.
476,Y59,NT2,Nuffield Health,Diagnostic Ultrasonography,.,.,.,*,.,*,.,.,*,.,.,.,.
477,Y59,NT2,Nuffield Health,Fluoroscopy,.,.,.,.,.,.,*,*,*,*,.,.,.
478,Y59,NT2,Nuffield Health,Magnetic Resonance Imaging,.,*,.,.,.,.,.,.,.,.,.,.,.
479,Y59,NT2,Nuffield Health,Plain Radiography,.,.,.,.,.,.,.,.,.,.,.,.,.
480,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,0,0,1,1,0,0,1,0,0
481,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,1,4,5,7,12,12,9,12,8,20,11,8,8
482,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
483,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,7,16,24,20,25,28,35,33,32,39,31,32.5,28
484,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,27,32,23,22,27,20,21,20,21,22,22,21,21
485,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Positron Emission Tomography,11,17,9,9,8,9,8,11,17,23,20,20,14
487,Y59,RTH,Oxford University Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,56,61,96,21,21.5,23,17,20,22.5,29.5,17.5,19,22.5
488,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Computerized Axial Tomography,0,1,1,2,2,3,3,2,2,1,1,3,2
489,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Diagnostic Ultrasonography,11,10,11,13,14,15,16,16,16,18,16,15,14
490,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Magnetic Resonance Imaging,8,50,22,30,18,12,13,23,17,25,24,14,19
492,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Nuclear Medicine Procedure,7,11,12,16,18,13,16,15.5,14,16,14.5,13,14
493,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
494,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Positron Emission Tomography,5.5,4,7,6,13,17,13,8,7.5,7,7,11,9
495,Y59,RHU,Portsmouth Hospitals University National Health Service Trust,Single Photon Emission Computerized Tomography,9,13,14,20,25,16.5,16,12,23.5,23,16,23,18
496,Y59,NTP,Practice Plus Group,Computerized Axial Tomography,.,.,.,.,.,0,0,0,0,0,*,0,0
497,Y59,NTP,Practice Plus Group,Diagnostic Ultrasonography,13,8,15,19,17,21,14,10,12,17,15,27,17
498,Y59,NTP,Practice Plus Group,Fluoroscopy,.,.,.,.,.,*,6,*,.,.,.,*,7
499,Y59,NTP,Practice Plus Group,Magnetic Resonance Imaging,26,29,27,21,17,17,11,12,16,24,18,27,17
500,Y59,NTP,Practice Plus Group,Plain Radiography,0,0,1,1,1,3,3,2,1,1,4,5,1
501,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Computerized Axial Tomography,4,3,7,11,12,12,10,12,10.5,13,14,10,10
502,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Diagnostic Ultrasonography,7,16,18,17,13,13,14,19,19,22,18,20,16
503,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Magnetic Resonance Imaging,8,7,9,11,15,20,25,25,26,30,13,18,15
505,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Nuclear Medicine Procedure,8,12,62,48,13,18.5,24,14,29.5,17,15,14,15
506,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Positron Emission Tomography,11,6,*,16.5,16,22,13,5,9.5,*,13,8,11
508,Y59,RPC,Queen Victoria Hospital NHS Foundation Trust,Single Photon Emission Computerized Tomography,8,12,*,48,13,18.5,22.5,18,27,17,15,14,15
509,Y59,NVC,Ramsay Healthcare UK Operations Limited,Computerized Axial Tomography,2,4,5,7,12,5,2,3,1,3,*,9,5
510,Y59,NVC,Ramsay Healthcare UK Operations Limited,Diagnostic Ultrasonography,.,10,12,8,11,20,22,27,29,37,29,49,25
511,Y59,NVC,Ramsay Healthcare UK Operations Limited,Fluoroscopy,0,0,1,0,0,0,0,0,0,0,0,0,0
512,Y59,NVC,Ramsay Healthcare UK Operations Limited,Magnetic Resonance Imaging,3,7,5,6,9,8,8,7,8,15,4,4,6
513,Y59,NVC,Ramsay Healthcare UK Operations Limited,Plain Radiography,0.5,33,4,0,0,0,0,0,0,0,0,0,0
514,Y59,RHW,Royal Berkshire NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,0,1,1,1,1,1,1,1,0
515,Y59,RHW,Royal Berkshire NHS Foundation Trust,Diagnostic Ultrasonography,0,1,6,17,17,19,18,18,16,22,20,15.5,15
516,Y59,RHW,Royal Berkshire NHS Foundation Trust,Fluoroscopy,1,3,1,10,20,21,15,13,16,23,14,5,12
517,Y59,RHW,Royal Berkshire NHS Foundation Trust,Magnetic Resonance Imaging,2,2,12,19,20,18,17,15,14,18,16,15,15
518,Y59,RHW,Royal Berkshire NHS Foundation Trust,Nuclear Medicine Procedure,2,6,6.5,10,8,7,9,9,12,15,10,7,8
519,Y59,RHW,Royal Berkshire NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,1,0,1,0,1,0
521,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Diagnostic Ultrasonography,12,7,12,11,14,15,14,16,14,18,13,11,13
522,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Fluoroscopy,0,0,1,1,1,0,1,0,1,1,1,2,1
523,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Magnetic Resonance Imaging,10,12,21,22,23,21,16,17,16,18,16,16,18
524,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Medical Photography,0,0,0,0,0,0,0,0,0,0,0,0,0
525,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Nuclear Medicine Procedure,9.5,9,13,14,14,14,13,14,12,17,18,13,14
526,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
527,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Positron Emission Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Y59,RA2,Royal Surrey County Hospital NHS Foundation Trust,Single Photon Emission Computerized Tomography,25,17.5,34,30,34,32,24,27,24,39.5,30.5,31,28.5
529,Y59,RW1,Southern Health NHS Foundation Trust,Computerized Axial Tomography,12,12,18,17,14,12,9,14,14,20,19,19.5,15
530,Y59,RW1,Southern Health NHS Foundation Trust,Diagnostic Ultrasonography,22,24.5,18,16,9,10,9,16,16,14,13,13,13
531,Y59,RW1,Southern Health NHS Foundation Trust,Fluoroscopy,*,20,14.5,25,20,17,8,4.5,5,14,12,12,13
532,Y59,RW1,Southern Health NHS Foundation Trust,Magnetic Resonance Imaging,27,11.5,27,30,36,32,23,28,21,28,20,18,24
533,Y59,RW1,Southern Health NHS Foundation Trust,Plain Radiography,0,0,7,6,4,6,10,8,7,5,8,11,7
534,Y59,NT3,Spire Healthcare,Computerized Axial Tomography,2,4,13,8,6,8,8,15,5,3,4,9,4
535,Y59,NT3,Spire Healthcare,Diagnostic Ultrasonography,1,1,5.5,17,10,13,6,7,7,7,8,11,8
536,Y59,NT3,Spire Healthcare,Fluoroscopy,0.5,*,27,*,1,1,1,2,1,1,1,1,1
537,Y59,NT3,Spire Healthcare,Magnetic Resonance Imaging,1,8,5,24,17,25,35,31,29,15,11,11,15
538,Y59,NT3,Spire Healthcare,Plain Radiography,0,0,4.5,0,0,0,0,0,0,0,0,0,0
539,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Diagnostic Ultrasonography,7,9,9,8,8,9,9,8,9,13,10,9,9
541,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Magnetic Resonance Imaging,17,4,5,8,11,13,12.5,24,28,19,10,8,10
543,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Nuclear Medicine Procedure,15,10,10,15,14,13,12,10,13,19,13,15,13
544,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Positron Emission Tomography,.,*,.,.,*,*,.,.,.,.,.,.,7
546,Y59,RTP,Surrey and Sussex Healthcare NHS Trust,Single Photon Emission Computerized Tomography,32,12,10,1,3,21,1,0.5,21,25,27.5,21,6
547,Y59,RDR,Sussex Community NHS Foundation Trust,Diagnostic Ultrasonography,8,17,20,22,29,30,28,23,21,26,24,24,24
548,Y59,RDR,Sussex Community NHS Foundation Trust,Plain Radiography,0,0,0,7,7,7,9,7,8,5,5,6,5
549,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Computerized Axial Tomography,0,1,1,1,1,1,1,1,1,1,1,1,1
550,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Diagnostic Ultrasonography,8,10,12,13,12,14,13,14,13,14,13,13,13
551,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Magnetic Resonance Imaging,28,18,15,15,16,13,17,13,15,28,34,20,18
553,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Nuclear Medicine Procedure,22,14,27,27,27,27,25,28,26,34,27,32,27
554,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Positron Emission Tomography,7,10,11,11.5,14,15,15,11,10,16,11.5,16,13
556,Y59,RHM,University Hospital Southampton NHS Foundation Trust,Single Photon Emission Computerized Tomography,28,41,22,25,28,22.5,21,26,27,37,26.5,27.5,27
557,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Computerized Axial Tomography,0,0,0,1,1,1,0,1,1,1,0,0,0
558,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Diagnostic Ultrasonography,1,1,1,2,3,8,13,16,12,12,13,14,7
559,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Magnetic Resonance Imaging,6,10,14,22,30,33,30,33,27,38,35,18,25
561,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Nuclear Medicine Procedure,4,4,14.5,58.5,22.5,18,23,22,23,28,22,21,21
562,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Y59,RYR,Western Sussex Hospitals NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,7,6,43,51,43,47.5,38.5,29,38,42.5,30,36.5
564,Y60,NT9,Alliance Medical,Magnetic Resonance Imaging,14,12,14,22,26,32,27,27,25,27,23,22,24
565,Y60,NT9,Alliance Medical,Nuclear Medicine Procedure,.,.,.,.,.,.,.,.,*,.,.,.,*
566,Y60,NT9,Alliance Medical,Positron Emission Tomography,6,7,6,7,7,7,8,7,7,8,7,7,7
567,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Computerized Axial Tomography,0,0,2,2,1,2,3,1,1,4,7,3,2
568,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Diagnostic Ultrasonography,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Magnetic Resonance Imaging,15,37,37,52,41,51,44,47,62,75,66,62,52
571,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Medical Photography,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Nuclear Medicine Procedure,24.5,57,43.5,41,48,49,42,43,41,65,72,55,48
573,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Y60,RQ3,Birmingham Women's and Children's NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,*,*,.,*,14.5,.,*,*,.,.,.,15
575,Y60,NT4,BMI Healthcare,Computerized Axial Tomography,2,7,6,7,6,9,9,3,4,6,5,5,6
576,Y60,NT4,BMI Healthcare,Diagnostic Ultrasonography,1,6,7,5,8,10,12,9,12,7,8,11,9
577,Y60,NT4,BMI Healthcare,Fluoroscopy,.,*,*,17,2,.,6,20,9,7,7,7,7
578,Y60,NT4,BMI Healthcare,Magnetic Resonance Imaging,5,5,5,6,7,14,13,14,13,16,9,9,9
579,Y60,NT4,BMI Healthcare,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,1,1,1,1,1,1,1,1,1,1,1
581,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Diagnostic Ultrasonography,1,2,7,11,16,15,15,19,17,15,15,14,13
582,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Fluoroscopy,0,0,0,0,1,1,0,0,2,1,1,1,0
583,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Magnetic Resonance Imaging,9,12,11,12,12,12,12,12,14,21.5,14,13,12
584,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Nuclear Medicine Procedure,8,8,12,13,7,15,9,9,10,18,11,7,10
585,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Y60,RFS,Chesterfield Royal Hospital NHS Foundation Trust,Single Photon Emission Computerized Tomography,.,.,.,.,.,.,.,*,218,308,199,257.5,267
587,Y60,RLT,George Eliot Hospital NHS Trust,Computerized Axial Tomography,0,0,0,1,1,1,1,1,1,1,1,1,1
588,Y60,RLT,George Eliot Hospital NHS Trust,Diagnostic Ultrasonography,12,13,10,14,18,19,18,28,25,24,24,20,17
589,Y60,RLT,George Eliot Hospital NHS Trust,Fluoroscopy,0,0.5,3,1,6,5,0,3,1,0,0,0,0
590,Y60,RLT,George Eliot Hospital NHS Trust,Magnetic Resonance Imaging,12,22,20,20,24,21,24,44,33.5,33,23,24,25
591,Y60,RLT,George Eliot Hospital NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Y60,NV1,InHealth Limited,Diagnostic Ultrasonography,7,9,14,20,28,35,34,34,20,31,21,24,25
593,Y60,NV1,InHealth Limited,Magnetic Resonance Imaging,2,4,9,15,22,48,24,40,39,37,33,36,33
594,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Computerized Axial Tomography,0,0,0,0,0,0,1,1,0,1,0,1,0
595,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Diagnostic Ultrasonography,7,6,8,17,20,18,15,13,14,15,14,17,14
596,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Fluoroscopy,0,0,4,0,2,0,7,1.5,0,7,0,0,0
597,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Magnetic Resonance Imaging,11,6,14,33,39,29,42,56,42,37,14,10,21
598,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Nuclear Medicine Procedure,6.5,8,8,10,9,12,9,8,7,7,11.5,12,9
599,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Y60,RNQ,Kettering General Hospital NHS Foundation Trust,Positron Emission Tomography,10.5,6,8,9,8,10,11,12,8,13,7.5,8,9
601,Y60,RNS,Northampton General Hospital NHS Trust,Computerized Axial Tomography,0,0,1,1,1,1,2,1,1,1,1,1,1
602,Y60,RNS,Northampton General Hospital NHS Trust,Diagnostic Ultrasonography,16,7,5,9,15,21,18,19,20,28,22,14,16
603,Y60,RNS,Northampton General Hospital NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Y60,RNS,Northampton General Hospital NHS Trust,Magnetic Resonance Imaging,24,8,6,9,13,13,15,22,25,32,24,24,17
605,Y60,RNS,Northampton General Hospital NHS Trust,Nuclear Medicine Procedure,13,19,44,28,27,28,25,21,24,36,31,28,28
606,Y60,RNS,Northampton General Hospital NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Y60,RNS,Northampton General Hospital NHS Trust,Positron Emission Tomography,5,4,7,7,5,5,8,7,5,6.5,5,6,6
608,Y60,RNS,Northampton General Hospital NHS Trust,Single Photon Emission Computerized Tomography,1,1,1.5,4,2,4.5,2,1,6,1.5,2,4,2
609,Y60,RX1,Nottingham University Hospitals NHS Trust,Computerized Axial Tomography,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Y60,RX1,Nottingham University Hospitals NHS Trust,Diagnostic Ultrasonography,5,5,6,6,7,7,8,7,10,8,8,7,7
611,Y60,RX1,Nottingham University Hospitals NHS Trust,Fluoroscopy,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Y60,RX1,Nottingham University Hospitals NHS Trust,Magnetic Resonance Imaging,6,5,5,12,17,18,22,21,18,17,20,25,16
613,Y60,RX1,Nottingham University Hospitals NHS Trust,Nuclear Medicine Procedure,3,5,6,16,9,12,13.5,11,12,12,9,8,9
614,Y60,RX1,Nottingham University Hospitals NHS Trust,Plain Radiography,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Y60,RX1,Nottingham University Hospitals NHS Trust,Positron Emission Tomography,7,6,5,7,8,10,14,12,9,14,8,5,8
616,Y60,RX1,Nottingham University Hospitals NHS Trust,Single Photon Emission Computerized Tomography,*,10,*,12,8,24,7.5,16,37,36,13,28,14
617,Y60,NT2,Nuffield Health,Computerized Axial Tomography,.,4,10,16,22,9,10,10,16,12,10,9,12
618,Y60,NT2,Nuffield Health,Diagnostic Ultrasonography,1.5,3,3.5,7,9.5,7.5,8,5.5,5,19,6,11.5,6
619,Y60,NT2,Nuffield Health,Fluoroscopy,*,*,16,16,16,13,14,29,15,20,16,15,15
620,Y60,NT2,Nuffield Health,Magnetic Resonance Imaging,.,3,11,16,22,32,6,6,15,10,9,10,12
621,Y60,NT2,Nuffield Health,Plain Radiography,0,2,4,14,9,14,188.5,15.5,11,26,5,14,10
622,Y60,NTP,Practice Plus Group,Magnetic Resonance Imaging,.,.,.,.,.,.,.,.,.,18.5,*,.,15.5
623,Y60,NTP,Practice Plus Group,Plain Radiography,0,1,1,1,1,0,0,0,0,0,0,0,0
